135.0|41856.0|KR_14|CL_84_S|745.0|1.0|46.0|5.0|21.0|15.0|8.0|0.0|0.0|5.0|0.0|3.0|1.0|0.0|0.0|0.0|30.0|1.0|
137.0|41856.0|KR_14|CL_84_S|800.0|1.0|48.0|4.0|14.0|22.0|7.0|0.0|0.0|4.0|0.0|2.0|9.0|0.0|0.0|0.0|25.0|2.0|
124.0|41856.0|KR_14|CL_84_S|815.0|1.0|41.0|3.0|17.0|16.0|13.0|0.0|0.0|2.0|0.0|2.0|6.0|0.0|0.0|0.0|21.0|3.0|
136.0|41856.0|KR_14|CL_84_S|830.0|1.0|44.0|7.0|14.0|18.0|8.0|0.0|0.0|0.0|1.0|3.0|9.0|0.0|0.0|0.0|32.0|0.0|
120.0|41856.0|KR_14|CL_84_S|845.0|1.0|35.0|4.0|24.0|18.0|4.0|0.0|0.0|1.0|0.0|2.0|3.0|0.0|0.0|0.0|29.0|0.0|
130.0|41856.0|KR_14|CL_84_S|900.0|1.0|47.0|5.0|16.0|14.0|9.0|0.0|0.0|2.0|0.0|1.0|11.0|0.0|0.0|0.0|24.0|1.0|
132.0|41856.0|KR_14|CL_84_S|915.0|1.0|57.0|3.0|14.0|15.0|3.0|0.0|0.0|1.0|0.0|2.0|6.0|2.0|0.0|0.0|26.0|3.0|9:15 A 9:40 LLOVISNA.
138.0|41856.0|KR_14|CL_84_S|930.0|1.0|59.0|4.0|13.0|16.0|4.0|0.0|0.0|2.0|1.0|1.0|10.0|1.0|0.0|0.0|26.0|1.0|9:41 SE PRESENTA ACCIDENTE DE TRANSITO. 9:15 A 9:40 LLOVISNA.
146.0|41856.0|KR_14|CL_84_S|945.0|1.0|55.0|6.0|17.0|18.0|4.0|0.0|0.0|1.0|0.0|1.0|5.0|2.0|0.0|0.0|35.0|2.0|
154.0|41856.0|KR_14|CL_84_S|1000.0|1.0|75.0|5.0|10.0|16.0|5.0|0.0|0.0|1.0|0.0|2.0|5.0|0.0|0.0|0.0|34.0|1.0|
133.0|41856.0|KR_14|CL_84_S|1015.0|1.0|63.0|2.0|11.0|16.0|6.0|0.0|0.0|2.0|0.0|3.0|4.0|0.0|0.0|0.0|26.0|0.0|
155.0|41856.0|KR_14|CL_84_S|1030.0|1.0|67.0|7.0|17.0|14.0|4.0|0.0|0.0|2.0|0.0|1.0|8.0|0.0|1.0|1.0|31.0|2.0|
131.0|41856.0|KR_14|CL_84_S|1045.0|1.0|61.0|1.0|16.0|9.0|4.0|0.0|0.0|5.0|0.0|1.0|5.0|0.0|0.0|0.0|28.0|1.0|
139.0|41856.0|KR_14|CL_84_S|1100.0|1.0|53.0|3.0|10.0|24.0|5.0|0.0|0.0|1.0|0.0|2.0|7.0|2.0|0.0|0.0|31.0|1.0|
137.0|41856.0|KR_14|CL_84_S|1115.0|1.0|66.0|3.0|4.0|20.0|3.0|0.0|0.0|1.0|0.0|4.0|6.0|0.0|0.0|0.0|30.0|0.0|
136.0|41856.0|KR_14|CL_84_S|1130.0|1.0|64.0|6.0|9.0|15.0|2.0|0.0|0.0|2.0|0.0|3.0|9.0|1.0|0.0|0.0|23.0|2.0|
154.0|41856.0|KR_14|CL_84_S|1145.0|1.0|67.0|3.0|14.0|15.0|4.0|0.0|0.0|1.0|0.0|1.0|11.0|0.0|0.0|0.0|36.0|2.0|
127.0|41856.0|KR_14|CL_84_S|1200.0|1.0|58.0|3.0|9.0|15.0|4.0|0.0|0.0|3.0|0.0|1.0|3.0|0.0|0.0|0.0|29.0|2.0|
119.0|41856.0|KR_14|CL_84_S|1215.0|1.0|52.0|4.0|12.0|18.0|4.0|0.0|0.0|2.0|0.0|0.0|7.0|0.0|0.0|0.0|20.0|0.0|
149.0|41856.0|KR_14|CL_84_S|1230.0|1.0|76.0|6.0|9.0|20.0|5.0|0.0|0.0|0.0|0.0|3.0|6.0|1.0|0.0|0.0|22.0|1.0|
152.0|41856.0|KR_14|CL_84_S|1245.0|1.0|68.0|5.0|11.0|17.0|5.0|0.0|0.0|4.0|0.0|2.0|6.0|0.0|1.0|0.0|33.0|0.0|
159.0|41856.0|KR_14|CL_84_S|1300.0|1.0|72.0|5.0|11.0|19.0|3.0|0.0|0.0|7.0|0.0|5.0|7.0|0.0|0.0|0.0|29.0|1.0|
133.0|41856.0|KR_14|CL_84_S|1315.0|1.0|63.0|3.0|10.0|15.0|3.0|0.0|0.0|4.0|0.0|3.0|7.0|0.0|0.0|0.0|25.0|0.0|
129.0|41856.0|KR_14|CL_84_S|1330.0|1.0|66.0|3.0|10.0|15.0|3.0|0.0|0.0|3.0|2.0|3.0|7.0|0.0|0.0|0.0|16.0|1.0|
138.0|41856.0|KR_14|CL_84_S|1345.0|1.0|55.0|6.0|11.0|12.0|3.0|0.0|0.0|1.0|4.0|2.0|9.0|0.0|0.0|0.0|33.0|2.0|
143.0|41856.0|KR_14|CL_84_S|1400.0|1.0|67.0|5.0|13.0|16.0|4.0|0.0|0.0|4.0|0.0|2.0|3.0|0.0|2.0|0.0|25.0|2.0|
150.0|41856.0|KR_14|CL_84_S|1415.0|1.0|68.0|3.0|13.0|15.0|4.0|0.0|0.0|3.0|0.0|2.0|8.0|0.0|0.0|0.0|31.0|3.0|
153.0|41856.0|KR_14|CL_84_S|1430.0|1.0|83.0|3.0|11.0|15.0|4.0|0.0|0.0|4.0|3.0|3.0|5.0|0.0|0.0|0.0|21.0|1.0|14:35 A 14:45 LLOVISNA.
145.0|41856.0|KR_14|CL_84_S|1445.0|1.0|74.0|4.0|13.0|9.0|3.0|0.0|0.0|1.0|0.0|5.0|3.0|1.0|0.0|0.0|29.0|3.0|14:35 A 14:45 LLOVISNA.
178.0|41856.0|KR_14|CL_84_S|1500.0|1.0|89.0|6.0|13.0|10.0|3.0|0.0|0.0|1.0|0.0|4.0|10.0|0.0|0.0|0.0|41.0|1.0|
182.0|41856.0|KR_14|CL_84_S|1515.0|1.0|85.0|4.0|10.0|11.0|4.0|0.0|0.0|2.0|1.0|4.0|9.0|1.0|0.0|0.0|51.0|0.0|
168.0|41856.0|KR_14|CL_84_S|1530.0|1.0|82.0|7.0|15.0|11.0|4.0|0.0|0.0|2.0|0.0|3.0|1.0|1.0|0.0|0.0|39.0|3.0|
147.0|41856.0|KR_14|CL_84_S|1545.0|1.0|77.0|1.0|7.0|19.0|2.0|0.0|0.0|3.0|1.0|2.0|5.0|2.0|0.0|0.0|28.0|0.0|
163.0|41856.0|KR_14|CL_84_S|1600.0|1.0|70.0|7.0|11.0|10.0|3.0|0.0|0.0|3.0|0.0|5.0|8.0|0.0|0.0|0.0|41.0|5.0|
165.0|41856.0|KR_14|CL_84_S|1615.0|1.0|85.0|3.0|7.0|16.0|6.0|0.0|0.0|4.0|1.0|2.0|4.0|0.0|0.0|0.0|36.0|1.0|
205.0|41856.0|KR_14|CL_84_S|1630.0|1.0|97.0|3.0|6.0|16.0|3.0|0.0|0.0|5.0|0.0|0.0|7.0|1.0|0.0|0.0|62.0|5.0|
181.0|41856.0|KR_14|CL_84_S|1645.0|1.0|87.0|4.0|12.0|14.0|4.0|0.0|0.0|6.0|0.0|6.0|6.0|1.0|0.0|0.0|41.0|0.0|
175.0|41856.0|KR_14|CL_84_S|1700.0|1.0|58.0|6.0|3.0|18.0|7.0|0.0|0.0|3.0|0.0|1.0|5.0|0.0|0.0|0.0|67.0|7.0|
192.0|41856.0|KR_14|CL_84_S|1715.0|1.0|68.0|5.0|14.0|17.0|3.0|0.0|0.0|1.0|2.0|1.0|6.0|0.0|0.0|0.0|70.0|5.0|
208.0|41856.0|KR_14|CL_84_S|1730.0|1.0|76.0|6.0|13.0|17.0|7.0|0.0|0.0|2.0|0.0|2.0|3.0|1.0|0.0|0.0|74.0|7.0|
222.0|41856.0|KR_14|CL_84_S|1745.0|1.0|77.0|4.0|9.0|20.0|8.0|0.0|0.0|3.0|0.0|2.0|10.0|0.0|0.0|0.0|81.0|8.0|
196.0|41856.0|KR_14|CL_84_S|1800.0|1.0|75.0|4.0|1.0|18.0|6.0|0.0|0.0|7.0|0.0|1.0|3.0|0.0|0.0|0.0|75.0|6.0|
204.0|41856.0|KR_14|CL_84_S|1815.0|1.0|81.0|4.0|6.0|22.0|9.0|0.0|0.0|5.0|0.0|1.0|2.0|0.0|0.0|0.0|72.0|2.0|
203.0|41856.0|KR_14|CL_84_S|1830.0|1.0|67.0|2.0|12.0|25.0|10.0|0.0|0.0|5.0|0.0|0.0|4.0|0.0|0.0|0.0|74.0|4.0|
203.0|41856.0|KR_14|CL_84_S|1845.0|1.0|57.0|5.0|16.0|21.0|8.0|0.0|0.0|4.0|0.0|2.0|5.0|0.0|0.0|0.0|83.0|2.0|
200.0|41856.0|KR_14|CL_84_S|1900.0|1.0|78.0|6.0|6.0|20.0|7.0|0.0|0.0|5.0|0.0|1.0|4.0|0.0|0.0|0.0|71.0|2.0|
198.0|41856.0|KR_14|CL_84_S|1915.0|1.0|62.0|6.0|14.0|18.0|8.0|0.0|0.0|3.0|0.0|1.0|5.0|0.0|0.0|0.0|73.0|8.0|
215.0|41856.0|KR_14|CL_84_S|1930.0|1.0|68.0|4.0|24.0|25.0|7.0|0.0|0.0|5.0|0.0|1.0|6.0|0.0|0.0|1.0|68.0|6.0|
217.0|41856.0|KR_14|CL_84_S|1945.0|1.0|69.0|8.0|17.0|18.0|6.0|0.0|0.0|5.0|2.0|4.0|2.0|0.0|1.0|0.0|81.0|4.0|
206.0|41856.0|KR_14|CL_84_S|2000.0|1.0|67.0|3.0|8.0|23.0|10.0|0.0|0.0|6.0|0.0|0.0|3.0|0.0|0.0|0.0|85.0|1.0|
189.0|41856.0|KR_14|CL_84_S|2015.0|1.0|72.0|4.0|18.0|17.0|8.0|0.0|0.0|2.0|0.0|2.0|4.0|0.0|0.0|0.0|59.0|3.0|
190.0|41856.0|KR_14|CL_84_S|2030.0|1.0|92.0|6.0|7.0|17.0|8.0|0.0|0.0|2.0|1.0|2.0|1.0|0.0|0.0|0.0|51.0|3.0|
186.0|41856.0|KR_14|CL_84_S|2045.0|1.0|82.0|5.0|20.0|11.0|6.0|0.0|0.0|2.0|0.0|4.0|1.0|0.0|0.0|0.0|53.0|2.0|
243.0|41856.0|KR_14|CL_84_S|500.0|2.0|93.0|5.0|9.0|21.0|11.0|0.0|0.0|4.0|1.0|0.0|3.0|0.0|0.0|0.0|93.0|3.0|
227.0|41856.0|KR_14|CL_84_S|515.0|2.0|81.0|7.0|10.0|23.0|9.0|0.0|0.0|10.0|0.0|0.0|4.0|0.0|0.0|0.0|77.0|6.0|
252.0|41856.0|KR_14|CL_84_S|530.0|2.0|98.0|7.0|11.0|25.0|9.0|0.0|0.0|6.0|1.0|1.0|2.0|0.0|0.0|0.0|88.0|4.0|
270.0|41856.0|KR_14|CL_84_S|545.0|2.0|85.0|11.0|15.0|26.0|10.0|0.0|0.0|3.0|3.0|1.0|1.0|2.0|0.0|0.0|110.0|3.0|
264.0|41856.0|KR_14|CL_84_S|600.0|2.0|98.0|7.0|15.0|19.0|6.0|0.0|0.0|7.0|4.0|4.0|5.0|0.0|0.0|0.0|93.0|6.0|6:10 A 6:30 LLUEVE.
202.0|41856.0|KR_14|CL_84_S|615.0|2.0|81.0|5.0|13.0|14.0|5.0|0.0|0.0|3.0|2.0|2.0|3.0|0.0|0.0|0.0|67.0|7.0|6:10 A 6:30 LLUEVE.
248.0|41856.0|KR_14|CL_84_S|630.0|2.0|91.0|8.0|11.0|15.0|10.0|0.0|0.0|3.0|1.0|1.0|6.0|0.0|0.0|0.0|98.0|4.0|6:10 A 6:30 LLUEVE.
225.0|41856.0|KR_14|CL_84_S|645.0|2.0|89.0|7.0|13.0|21.0|9.0|0.0|0.0|2.0|0.0|0.0|2.0|0.0|0.0|0.0|79.0|3.0|
191.0|41856.0|KR_14|CL_84_S|700.0|2.0|68.0|4.0|11.0|12.0|7.0|0.0|0.0|7.0|0.0|2.0|4.0|0.0|0.0|0.0|75.0|1.0|
216.0|41856.0|KR_14|CL_84_S|715.0|2.0|66.0|6.0|10.0|11.0|13.0|0.0|0.0|3.0|0.0|2.0|4.0|0.0|0.0|0.0|98.0|3.0|
199.0|41856.0|KR_14|CL_84_S|730.0|2.0|58.0|11.0|8.0|15.0|5.0|0.0|0.0|2.0|0.0|1.0|9.0|0.0|0.0|0.0|83.0|7.0|
191.0|41856.0|KR_14|CL_84_S|745.0|2.0|57.0|7.0|9.0|13.0|13.0|0.0|0.0|5.0|0.0|4.0|2.0|0.0|0.0|0.0|75.0|6.0|
170.0|41856.0|KR_14|CL_84_S|800.0|2.0|63.0|2.0|12.0|13.0|7.0|0.0|0.0|3.0|0.0|1.0|2.0|1.0|0.0|0.0|65.0|1.0|
170.0|41856.0|KR_14|CL_84_S|815.0|2.0|68.0|5.0|14.0|11.0|5.0|0.0|0.0|3.0|0.0|1.0|4.0|2.0|0.0|0.0|55.0|2.0|
157.0|41856.0|KR_14|CL_84_S|830.0|2.0|57.0|5.0|11.0|10.0|10.0|0.0|0.0|5.0|1.0|1.0|5.0|0.0|0.0|0.0|50.0|2.0|
167.0|41856.0|KR_14|CL_84_S|845.0|2.0|71.0|4.0|17.0|10.0|7.0|0.0|0.0|3.0|0.0|1.0|4.0|0.0|1.0|0.0|45.0|4.0|
179.0|41856.0|KR_14|CL_84_S|900.0|2.0|70.0|7.0|9.0|13.0|8.0|0.0|0.0|2.0|0.0|2.0|2.0|0.0|0.0|0.0|62.0|4.0|
157.0|41856.0|KR_14|CL_84_S|915.0|2.0|62.0|6.0|9.0|13.0|5.0|0.0|0.0|2.0|0.0|3.0|4.0|0.0|0.0|0.0|52.0|1.0|9:15 A 9:40 LLOVISNA.
146.0|41856.0|KR_14|CL_84_S|930.0|2.0|71.0|7.0|9.0|9.0|4.0|0.0|0.0|2.0|0.0|3.0|5.0|0.0|0.0|0.0|35.0|1.0|9:15 A 9:40 LLOVISNA.
173.0|41856.0|KR_14|CL_84_S|945.0|2.0|83.0|5.0|4.0|16.0|8.0|0.0|0.0|2.0|0.0|6.0|6.0|3.0|0.0|0.0|38.0|2.0|
141.0|41856.0|KR_14|CL_84_S|1000.0|2.0|69.0|3.0|11.0|10.0|3.0|0.0|0.0|1.0|0.0|3.0|9.0|2.0|0.0|0.0|25.0|5.0|
156.0|41856.0|KR_14|CL_84_S|1015.0|2.0|74.0|2.0|8.0|11.0|2.0|0.0|0.0|2.0|1.0|1.0|11.0|4.0|0.0|0.0|36.0|4.0|
149.0|41856.0|KR_14|CL_84_S|1030.0|2.0|76.0|4.0|4.0|12.0|8.0|0.0|0.0|2.0|0.0|1.0|5.0|1.0|0.0|0.0|34.0|2.0|
162.0|41856.0|KR_14|CL_84_S|1045.0|2.0|66.0|6.0|5.0|14.0|3.0|0.0|0.0|3.0|2.0|4.0|5.0|2.0|0.0|0.0|46.0|6.0|
151.0|41856.0|KR_14|CL_84_S|1100.0|2.0|69.0|5.0|7.0|9.0|3.0|0.0|0.0|9.0|0.0|0.0|5.0|0.0|0.0|0.0|42.0|2.0|
150.0|41856.0|KR_14|CL_84_S|1115.0|2.0|64.0|5.0|7.0|11.0|7.0|0.0|0.0|6.0|0.0|3.0|5.0|1.0|0.0|0.0|38.0|3.0|
152.0|41856.0|KR_14|CL_84_S|1130.0|2.0|71.0|7.0|4.0|13.0|3.0|0.0|0.0|1.0|3.0|6.0|4.0|2.0|0.0|0.0|34.0|4.0|
181.0|41856.0|KR_14|CL_84_S|1145.0|2.0|98.0|9.0|6.0|13.0|3.0|0.0|0.0|2.0|2.0|3.0|5.0|2.0|0.0|0.0|37.0|1.0|
124.0|41856.0|KR_14|CL_84_S|1200.0|2.0|61.0|4.0|3.0|12.0|3.0|0.0|0.0|1.0|2.0|1.0|6.0|0.0|0.0|0.0|29.0|2.0|
162.0|41856.0|KR_14|CL_84_S|1215.0|2.0|75.0|6.0|5.0|8.0|5.0|0.0|0.0|1.0|0.0|5.0|10.0|1.0|0.0|0.0|43.0|3.0|
174.0|41856.0|KR_14|CL_84_S|1230.0|2.0|83.0|7.0|7.0|13.0|2.0|0.0|0.0|3.0|0.0|3.0|7.0|3.0|0.0|0.0|42.0|4.0|
183.0|41856.0|KR_14|CL_84_S|1245.0|2.0|81.0|5.0|7.0|10.0|4.0|0.0|0.0|2.0|2.0|3.0|6.0|0.0|0.0|0.0|58.0|5.0|
167.0|41856.0|KR_14|CL_84_S|1300.0|2.0|82.0|6.0|11.0|11.0|4.0|0.0|0.0|2.0|0.0|2.0|7.0|2.0|0.0|0.0|38.0|2.0|
168.0|41856.0|KR_14|CL_84_S|1315.0|2.0|80.0|5.0|10.0|10.0|4.0|0.0|0.0|6.0|1.0|4.0|8.0|1.0|0.0|0.0|39.0|0.0|
150.0|41856.0|KR_14|CL_84_S|1330.0|2.0|73.0|5.0|3.0|11.0|2.0|0.0|0.0|4.0|1.0|6.0|8.0|0.0|0.0|0.0|35.0|2.0|
153.0|41856.0|KR_14|CL_84_S|1345.0|2.0|65.0|5.0|9.0|9.0|5.0|0.0|0.0|3.0|1.0|4.0|10.0|0.0|0.0|0.0|40.0|2.0|
146.0|41856.0|KR_14|CL_84_S|1400.0|2.0|85.0|4.0|6.0|1.0|4.0|0.0|0.0|2.0|1.0|3.0|7.0|2.0|0.0|0.0|29.0|2.0|
152.0|41856.0|KR_14|CL_84_S|1415.0|2.0|76.0|4.0|15.0|12.0|3.0|0.0|0.0|1.0|0.0|1.0|6.0|0.0|0.0|0.0|31.0|3.0|
150.0|41856.0|KR_14|CL_84_S|1430.0|2.0|69.0|4.0|8.0|14.0|5.0|0.0|0.0|6.0|0.0|5.0|8.0|4.0|0.0|0.0|25.0|2.0|14:35 A 14:45 LLOVISNA.
170.0|41856.0|KR_14|CL_84_S|1445.0|2.0|88.0|5.0|6.0|16.0|5.0|0.0|0.0|5.0|0.0|1.0|10.0|1.0|0.0|0.0|32.0|1.0|14:35 A 14:45 LLOVISNA.
134.0|41856.0|KR_14|CL_84_S|1500.0|2.0|63.0|5.0|6.0|9.0|3.0|0.0|0.0|9.0|0.0|1.0|7.0|0.0|0.0|0.0|26.0|5.0|
127.0|41856.0|KR_14|CL_84_S|1515.0|2.0|54.0|4.0|9.0|11.0|3.0|0.0|0.0|8.0|0.0|2.0|4.0|1.0|0.0|0.0|29.0|2.0|
139.0|41856.0|KR_14|CL_84_S|1530.0|2.0|60.0|5.0|7.0|12.0|4.0|0.0|0.0|7.0|0.0|1.0|9.0|5.0|0.0|0.0|27.0|2.0|
152.0|41856.0|KR_14|CL_84_S|1545.0|2.0|73.0|2.0|10.0|12.0|5.0|0.0|0.0|2.0|0.0|3.0|10.0|0.0|0.0|0.0|33.0|2.0|
142.0|41856.0|KR_14|CL_84_S|1600.0|2.0|64.0|5.0|10.0|9.0|5.0|0.0|0.0|5.0|0.0|1.0|6.0|1.0|0.0|0.0|36.0|0.0|
150.0|41856.0|KR_14|CL_84_S|1615.0|2.0|81.0|5.0|7.0|13.0|4.0|0.0|0.0|5.0|0.0|6.0|3.0|1.0|0.0|0.0|24.0|1.0|
145.0|41856.0|KR_14|CL_84_S|1630.0|2.0|65.0|4.0|8.0|12.0|5.0|0.0|0.0|3.0|1.0|5.0|7.0|3.0|0.0|0.0|27.0|5.0|
160.0|41856.0|KR_14|CL_84_S|1645.0|2.0|93.0|8.0|9.0|11.0|5.0|0.0|0.0|4.0|0.0|0.0|3.0|1.0|0.0|0.0|21.0|5.0|
144.0|41856.0|KR_14|CL_84_S|1700.0|2.0|88.0|4.0|4.0|11.0|5.0|0.0|0.0|3.0|0.0|1.0|4.0|1.0|0.0|0.0|21.0|2.0|
150.0|41856.0|KR_14|CL_84_S|1715.0|2.0|76.0|3.0|5.0|9.0|23.0|0.0|0.0|4.0|1.0|1.0|4.0|1.0|1.0|0.0|19.0|3.0|
108.0|41856.0|KR_14|CL_84_S|1730.0|2.0|47.0|4.0|7.0|11.0|7.0|0.0|0.0|1.0|0.0|3.0|4.0|1.0|0.0|0.0|22.0|1.0|
121.0|41856.0|KR_14|CL_84_S|1745.0|2.0|57.0|5.0|7.0|7.0|5.0|0.0|0.0|3.0|0.0|1.0|7.0|1.0|0.0|0.0|25.0|3.0|
84.0|41856.0|KR_14|CL_84_S|1800.0|2.0|31.0|4.0|10.0|8.0|5.0|0.0|0.0|2.0|0.0|1.0|4.0|0.0|0.0|0.0|19.0|0.0|
79.0|41856.0|KR_14|CL_84_S|1815.0|2.0|32.0|4.0|4.0|12.0|7.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|16.0|1.0|
80.0|41856.0|KR_14|CL_84_S|1830.0|2.0|40.0|2.0|6.0|5.0|4.0|0.0|0.0|2.0|0.0|3.0|1.0|0.0|0.0|0.0|17.0|0.0|
80.0|41856.0|KR_14|CL_84_S|1845.0|2.0|29.0|2.0|7.0|11.0|3.0|0.0|0.0|1.0|0.0|2.0|4.0|0.0|0.0|0.0|21.0|0.0|
79.0|41856.0|KR_14|CL_84_S|1900.0|2.0|29.0|2.0|7.0|5.0|6.0|0.0|0.0|4.0|0.0|0.0|6.0|0.0|0.0|0.0|16.0|4.0|
87.0|41856.0|KR_14|CL_84_S|1915.0|2.0|32.0|3.0|6.0|13.0|9.0|0.0|0.0|2.0|0.0|0.0|5.0|0.0|0.0|0.0|14.0|3.0|
105.0|41856.0|KR_14|CL_84_S|1930.0|2.0|37.0|3.0|10.0|12.0|11.0|0.0|0.0|2.0|0.0|2.0|0.0|1.0|0.0|0.0|21.0|6.0|
119.0|41856.0|KR_14|CL_84_S|1945.0|2.0|59.0|6.0|12.0|11.0|8.0|0.0|0.0|2.0|0.0|0.0|3.0|1.0|0.0|0.0|17.0|0.0|
95.0|41856.0|KR_14|CL_84_S|2000.0|2.0|39.0|5.0|12.0|11.0|6.0|0.0|0.0|2.0|0.0|0.0|3.0|1.0|0.0|0.0|16.0|0.0|
74.0|41856.0|KR_14|CL_84_S|2015.0|2.0|34.0|6.0|8.0|4.0|4.0|0.0|0.0|2.0|0.0|0.0|2.0|0.0|0.0|0.0|14.0|0.0|
82.0|41856.0|KR_14|CL_84_S|2030.0|2.0|23.0|4.0|15.0|7.0|14.0|0.0|0.0|2.0|0.0|1.0|1.0|0.0|0.0|0.0|15.0|0.0|
97.0|41856.0|KR_14|CL_84_S|2045.0|2.0|47.0|6.0|8.0|9.0|11.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|13.0|0.0|
99.0|41856.0|KR_14|CL_84_S|500.0|3.0|44.0|2.0|4.0|3.0|3.0|0.0|0.0|5.0|3.0|0.0|11.0|3.0|11.0|4.0|6.0|0.0|
99.0|41856.0|KR_14|CL_84_S|515.0|3.0|49.0|1.0|2.0|1.0|4.0|0.0|0.0|0.0|1.0|1.0|17.0|2.0|15.0|4.0|2.0|0.0|
94.0|41856.0|KR_14|CL_84_S|530.0|3.0|41.0|1.0|2.0|0.0|3.0|0.0|0.0|1.0|2.0|1.0|14.0|3.0|8.0|7.0|8.0|3.0|
107.0|41856.0|KR_14|CL_84_S|545.0|3.0|52.0|1.0|0.0|0.0|2.0|0.0|0.0|0.0|1.0|1.0|11.0|7.0|15.0|10.0|6.0|1.0|
99.0|41856.0|KR_14|CL_84_S|600.0|3.0|47.0|0.0|0.0|0.0|2.0|0.0|0.0|1.0|3.0|1.0|10.0|4.0|12.0|5.0|8.0|6.0|6:10 A 6:30 LLUEVE.
99.0|41856.0|KR_14|CL_84_S|615.0|3.0|50.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|1.0|0.0|14.0|4.0|8.0|7.0|11.0|1.0|6:10 A 6:30 LLUEVE.
125.0|41856.0|KR_14|CL_84_S|630.0|3.0|57.0|0.0|1.0|0.0|2.0|0.0|0.0|1.0|6.0|0.0|15.0|2.0|9.0|8.0|19.0|5.0|6:10 A 6:30 LLUEVE.
193.0|41856.0|KR_14|CL_84_S|645.0|3.0|72.0|6.0|0.0|1.0|3.0|0.0|0.0|2.0|11.0|2.0|17.0|4.0|6.0|4.0|51.0|14.0|
185.0|41856.0|KR_14|CL_84_S|700.0|3.0|78.0|5.0|2.0|5.0|2.0|0.0|0.0|3.0|6.0|9.0|8.0|4.0|1.0|0.0|51.0|11.0|
141.0|41856.0|KR_14|CL_84_S|715.0|3.0|50.0|7.0|2.0|3.0|1.0|0.0|0.0|4.0|9.0|3.0|17.0|2.0|1.0|0.0|33.0|9.0|
